,age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description
6927,1949,91282,33,6,1604,35,4,49,4,8,0,8,M,Master,Married,Take my money!!
6928,1955,104151,33,79,1344,52,8,27,8,5,1,39,M,Graduation,,Take my money!!
6929,1973,59228,15,53,181,61,3,33,3,1,1,66,F,Graduation,Together,Kind of OK
6930,1960,87408,22,48,544,50,13,33,3,1,1,68,M,Graduation,Married,OK nice!
6931,1946,,34,9,1659,46,6,37,11,1,0,9,M,Graduation,,Take my money!!
6932,1956,85504,26,70,1015,21,38,24,9,7,0,28,M,2nd Cycle,Married,Take my money!!
6933,1953,82192,23,13,769,70,0,18,3,9,1,28,F,Master,Together,OK nice!
6934,1988,31214,8,83,66,42,7,25,17,8,0,36,F,Master,Together,OK nice!
6935,1955,68565,13,6,304,53,16,16,9,6,1,24,F,1st Cycle,Widow,Kind of OK
6936,1989,47578,8,66,28,36,15,26,1,22,1,62,M,1st Cycle,Married,OK nice!
6937,1987,31607,10,448,17,63,0,30,4,3,1,73,M,Graduation,Together,OK nice!
6938,1983,31322,12,87,70,45,5,33,8,9,1,50,F,Graduation,Together,Meh...
6939,1993,50961,7,25,30,19,21,31,9,19,1,41,M,2nd Cycle,Single,Kind of OK
6940,1985,51866,20,93,342,55,6,32,6,1,,69,M,Graduation,Single,Kind of OK
6941,1983,55730,20,48,350,31,6,51,7,5,1,69,M,Graduation,Married,OK nice!
6942,1962,70181,23,18,588,89,0,9,1,1,1,48,M,2nd Cycle,Married,Kind of OK
6943,1970,58191,13,65,152,52,4,34,5,5,1,46,M,Graduation,Married,OK nice!
6944,1939,111255,40,43,1983,28,3,43,14,13,0,11,M,Graduation,Married,Take my money!!
6945,1947,93524,33,60,1472,70,2,26,1,2,0,18,F,Master,Divorced,OK nice!
6946,1972,61353,9,25,41,93,0,7,0,0,1,65,F,Master,Single,Meh...
6947,1944,102485,31,79,1402,28,5,29,18,20,0,14,M,2nd Cycle,,Take my money!!
6948,1987,40237,10,72,75,24,8,19,25,24,0,49,M,Graduation,Married,Meh...
6949,1971,87646,19,37,387,62,2,31,1,4,1,51,M,Graduation,Together,Kind of OK
6950,1980,49335,15,73,225,23,7,55,13,2,1,51,M,Graduation,Together,OK nice!
6951,1953,98675,36,97,1478,55,2,30,4,9,1,29,M,1st Cycle,Together,OK nice!
6952,1946,85855,18,73,651,60,1,38,0,1,0,14,F,Master,Widow,Meh...
6953,1939,96088,36,55,1730,58,2,31,6,3,0,13,M,Graduation,Whatever,OK nice!
6954,1981,51089,10,43,75,26,3,49,9,13,,52,M,Graduation,Together,OK nice!
6955,1956,72773,19,0,539,65,4,26,1,4,1,25,M,Master,Together,OK nice!
6956,1944,97873,23,25,963,34,7,33,18,8,0,13,M,Graduation,Together,Meh...
6957,1957,73833,8,3,148,29,8,39,5,19,1,23,M,Graduation,Married,OK nice!
6958,1945,96733,35,39,1271,65,4,25,3,3,1,56,F,Master,Together,OK nice!
6959,1977,46793,6,8,22,68,3,25,2,2,1,45,M,Graduation,Widow,Kind of OK
6960,1990,37912,9,49,28,11,20,41,17,11,1,56,M,2nd Cycle,Single,Meh...
6961,1979,34479,10,71,53,54,2,33,4,7,1,45,F,Graduation,,Kind of OK
6962,1992,25892,14,76,61,4,24,46,20,6,1,71,F,Graduation,Single,OK nice!
6963,1956,90823,25,51,773,77,3,16,1,3,1,44,M,Graduation,Together,Kind of OK
6964,1976,41581,7,67,34,60,7,24,1,8,1,46,F,Graduation,Married,Meh...
6965,1983,49076,7,288,15,31,19,38,6,6,1,50,M,Graduation,Single,OK nice!
6966,1993,12177,12,62,65,11,24,15,6,44,1,57,M,1st Cycle,Single,Meh...
6967,1983,27411,11,88,48,28,3,61,6,1,1,59,M,Graduation,Married,OK nice!
6968,1989,41399,10,33,46,15,4,19,5,57,1,62,F,Graduation,Single,OK nice!
6969,1943,89099,25,73,1013,24,10,40,22,4,0,16,F,Graduation,Married,Kind of OK
6970,1960,72568,33,6,1273,78,1,19,1,0,0,29,M,Master,Together,OK nice!
6971,1941,102691,18,63,720,40,6,45,5,4,0,11,M,Graduation,Together,Meh...
6972,1949,103778,43,25,2108,33,3,57,1,6,0,12,F,Master,Divorced,OK nice!
6973,1952,73651,26,59,885,42,2,27,2,27,1,31,M,Graduation,Divorced,OK nice!
6974,1978,50692,15,42,220,71,3,22,4,0,1,48,M,Graduation,Married,Kind of OK
6975,1970,62852,10,2,63,74,1,20,1,4,,55,M,Graduation,Single,OK nice!
6976,1977,38724,12,86,58,45,9,38,3,5,1,59,F,Graduation,Divorced,OK nice!
6977,1978,49821,12,83,117,50,3,43,3,1,1,48,M,Graduation,Together,Kind of OK
6978,1967,82236,16,77,305,91,0,8,1,0,1,48,M,Graduation,Married,OK nice!
6979,1948,113144,33,76,1601,37,10,30,10,13,0,13,F,Graduation,Single,OK nice!
6980,1989,37410,13,82,93,47,2,30,10,11,1,73,F,Graduation,Single,OK nice!
6981,1987,41817,9,430,19,67,0,25,4,4,1,75,M,Graduation,Single,OK nice!
6982,1970,66428,8,94,36,41,2,28,0,28,1,44,M,1st Cycle,Married,OK nice!
6983,1989,31256,9,71,23,12,0,30,28,30,1,62,M,2nd Cycle,Single,Meh...
6984,1987,42828,6,417,14,31,10,46,9,5,1,50,M,2nd Cycle,Divorced,Kind of OK
6985,1972,44759,13,10,86,85,0,14,0,0,,69,M,Master,Together,OK nice!
6986,1953,85344,19,14,588,64,2,18,9,7,1,20,M,Graduation,Married,OK nice!
6987,1953,96449,28,81,961,62,2,27,7,2,1,41,F,Graduation,Married,Take my money!!
6988,1986,30936,6,82,42,40,6,49,2,3,0,44,M,Graduation,Single,Kind of OK
6989,1965,86005,33,81,1203,82,3,14,1,0,1,41,F,Master,Married,OK nice!
6990,1944,115093,31,60,1475,39,11,31,4,15,0,14,M,Master,Married,Take my money!!
6991,1985,47746,8,78,45,45,2,41,6,6,1,58,F,PhD,Married,Kind of OK
6992,1961,101424,33,67,1282,87,1,10,2,1,,43,M,2nd Cycle,Married,OK nice!
6993,1966,87154,30,56,947,60,3,35,0,2,1,62,M,2nd Cycle,Together,OK nice!
6994,1994,20804,9,89,29,6,29,6,18,42,1,63,M,1st Cycle,Single,Kind of OK
6995,1982,59356,21,14,433,35,12,19,25,9,1,50,F,2nd Cycle,Single,Meh...
6996,1963,78544,20,24,544,92,0,7,0,0,1,39,F,Graduation,Married,OK nice!
6997,1987,32581,13,36,220,52,14,12,12,10,0,26,F,2nd Cycle,Married,Meh...
6998,1978,55033,10,33,54,45,8,41,1,5,1,59,M,Graduation,Married,OK nice!
6999,1975,53738,10,82,56,67,1,31,1,1,1,59,M,Master,Married,Kind of OK
7000,1946,87064,20,46,775,35,10,31,12,12,0,11,M,Graduation,Married,Kind of OK
7001,1945,91650,15,12,340,67,4,25,4,0,1,45,M,PhD,Married,Meh...
7002,1943,108817,34,62,1467,49,1,38,6,6,0,27,F,Graduation,Married,OK nice!
7003,1972,49011,12,32,79,42,4,47,5,1,1,57,F,Graduation,Divorced,Meh...
7004,1967,65789,8,3,36,85,0,12,2,1,1,63,M,Graduation,Married,Meh...
7005,1981,48252,8,0,66,63,2,25,6,4,1,45,M,Master,Together,OK nice!
7006,1965,57377,11,9,57,89,0,10,0,1,1,64,M,Graduation,Single,OK nice!
7007,1975,65456,12,2,153,61,1,35,1,1,1,53,F,Graduation,Single,OK nice!
7008,1942,107637,42,89,2042,47,7,39,0,7,0,18,F,Master,,OK nice!
7009,1956,107454,25,31,951,34,2,23,14,27,1,36,M,2nd Cycle,Married,Kind of OK
7010,1984,42506,9,113,14,32,13,39,9,6,,66,M,Graduation,Married,Meh...
7011,1985,34925,13,95,53,33,14,42,7,4,1,76,F,Graduation,Married,OK nice!
7012,1986,38418,13,91,76,41,7,29,9,13,1,66,M,Graduation,Married,OK nice!
7013,1954,105196,41,52,1914,71,5,22,0,2,0,28,F,Graduation,Married,OK nice!
7014,1981,58238,7,165,19,46,2,37,6,8,1,71,M,Master,Married,Kind of OK
7015,1966,59157,6,352,19,72,5,17,4,2,1,45,M,Graduation,Married,Meh...
7016,1983,36082,11,94,40,74,1,22,0,3,1,61,M,2nd Cycle,Married,Meh...
7017,1987,46927,18,68,302,25,4,47,11,13,1,61,M,Graduation,Together,Meh...
7018,1955,87638,27,57,826,77,1,19,1,3,1,46,F,Graduation,Together,OK nice!
7019,1966,68510,9,85,93,66,1,31,2,0,1,39,F,Master,Together,Kind of OK
7020,1946,108744,40,76,1977,29,6,38,15,12,0,11,M,2nd Cycle,Married,Take my money!!
7021,1942,101777,33,23,1534,38,17,35,0,10,,12,F,Graduation,Widow,OK nice!
7022,1986,33282,10,46,31,18,5,52,13,12,1,65,M,1st Cycle,Single,Kind of OK
7023,1978,44070,10,95,71,40,7,36,6,11,1,43,F,2nd Cycle,Married,Kind of OK
7024,1951,92608,8,70,182,73,1,21,2,3,1,23,M,PhD,Single,Kind of OK
7025,1966,72973,15,64,350,91,1,5,1,2,1,38,M,Graduation,Married,Kind of OK
7026,1939,95317,23,87,956,17,34,13,32,3,0,13,M,1st Cycle,Divorced,Meh...
7027,1938,113261,37,24,1732,69,2,27,2,1,0,20,F,PhD,Married,OK nice!
7028,1969,57032,5,17,30,62,3,28,0,7,1,48,M,Graduation,Married,Kind of OK
7029,1965,73546,25,77,661,89,0,9,1,1,1,57,F,Master,Married,OK nice!
7030,1948,87407,24,49,962,45,8,40,2,5,0,10,M,Master,Widow,Meh...
7031,1995,23064,15,0,180,8,36,23,19,13,0,53,F,1st Cycle,Together,Meh...
7032,1981,51602,11,71,69,19,17,36,15,12,1,61,M,1st Cycle,Single,Meh...
7033,1970,52082,6,28,35,67,2,28,1,2,1,36,F,Graduation,Single,Kind of OK
7034,1947,100169,17,92,599,34,6,51,6,3,0,12,F,2nd Cycle,Divorced,OK nice!
7035,1981,55792,19,52,348,58,2,29,6,5,1,54,F,Graduation,Single,OK nice!
7036,1970,77700,22,48,540,35,2,47,8,8,1,56,M,Graduation,Single,Kind of OK
7037,1951,98409,21,88,780,47,16,20,7,10,1,25,M,Graduation,Married,Kind of OK
7038,1946,98567,34,54,1531,41,6,39,8,6,0,19,M,Graduation,,OK nice!
7039,1990,41175,10,62,70,4,2,35,35,24,1,51,M,2nd Cycle,Single,Meh...
7040,1970,56091,14,95,149,57,1,40,1,1,1,55,M,Graduation,Married,Meh...
7041,1964,67570,23,51,590,91,1,6,1,1,1,54,M,Graduation,Married,OK nice!
7042,1967,74306,23,40,540,90,0,8,1,1,1,62,F,Master,Together,Kind of OK
7043,1967,88477,33,98,1083,78,5,15,1,1,1,69,M,Master,Divorced,OK nice!
7044,1962,71604,13,18,257,39,15,20,14,12,1,36,F,2nd Cycle,Together,OK nice!
7045,1981,23551,7,41,31,62,4,25,3,6,1,35,F,Master,Single,OK nice!
7046,1981,41995,14,22,149,73,1,19,7,1,1,57,M,PhD,Together,Meh...
7047,1958,91559,22,96,770,53,6,28,6,7,1,32,F,Graduation,Single,Kind of OK
7048,1968,69586,13,93,182,80,2,15,1,2,1,59,M,Graduation,Married,Meh...
7049,1991,43725,6,441,19,8,3,16,39,34,1,51,F,2nd Cycle,Together,Meh...
7050,1950,101067,28,91,1210,85,1,11,1,2,0,19,F,Master,Married,Take my money!!
7051,1951,92663,31,43,1145,81,1,17,0,0,1,36,F,PhD,Together,Take my money!!
7052,1947,109811,45,45,2231,47,9,35,2,7,0,17,M,Graduation,Together,OK nice!
7053,1969,59908,9,100,92,85,1,12,1,1,1,54,F,Graduation,Married,Meh...
7054,1970,58770,8,17,40,62,4,27,4,2,1,50,M,Graduation,Married,Kind of OK
7055,1994,13939,13,54,87,11,4,24,36,25,0,57,M,1st Cycle,Married,Meh...
7056,1940,107684,43,17,2109,32,8,51,7,2,0,13,M,Graduation,Married,Take my money!!
7057,1983,56391,13,87,93,47,6,46,0,1,1,64,M,Graduation,Together,Kind of OK
7058,1976,31683,9,64,36,62,1,18,12,7,1,44,M,Graduation,Single,OK nice!
7059,1994,41268,17,47,304,9,13,17,34,27,0,49,M,1st Cycle,Single,Meh...
7060,1945,101536,35,2,1663,18,0,54,11,17,0,12,M,2nd Cycle,Married,OK nice!
7061,1968,60275,14,64,217,94,0,5,0,0,1,42,M,Master,Together,OK nice!
7062,1961,78015,28,42,961,52,9,24,7,9,1,40,F,Graduation,Married,OK nice!
7063,1995,27895,10,35,40,15,17,20,24,24,1,47,M,1st Cycle,Widow,Meh...
7064,1943,113240,42,59,2040,53,3,33,5,6,0,16,M,2nd Cycle,Widow,Take my money!!
7065,1990,48733,22,74,431,11,21,22,22,24,1,68,M,1st Cycle,Single,OK nice!
7066,1948,96577,35,12,1665,24,14,44,15,3,0,10,M,Graduation,Widow,Take my money!!
7067,1960,71010,18,63,345,69,2,21,5,3,1,58,F,Graduation,Married,OK nice!
7068,1954,75260,24,54,829,62,2,31,1,4,1,23,M,Master,Married,Meh...
7069,1968,68812,20,63,488,91,1,8,0,0,1,43,F,Graduation,Together,Meh...
7070,1994,23011,8,34,29,9,23,21,20,27,1,49,M,1st Cycle,Together,Kind of OK
7071,1995,17814,12,42,49,4,15,22,45,14,1,58,F,1st Cycle,Single,Kind of OK
7072,1993,28653,10,12,35,5,35,29,19,12,1,55,M,2nd Cycle,Together,Kind of OK
7073,1992,31313,8,526,17,12,11,40,24,13,1,57,M,Graduation,Single,Kind of OK
7074,1992,48905,8,91,31,7,8,30,28,27,1,59,M,Graduation,Single,OK nice!
7075,1957,90348,25,13,1013,43,3,42,8,4,0,22,F,Graduation,Married,Meh...
7076,1965,58373,22,74,536,76,4,14,3,3,1,40,M,Graduation,Together,Kind of OK
7077,1942,93985,28,43,1220,21,10,45,13,11,0,13,F,Graduation,Divorced,Take my money!!
7078,1949,108800,32,7,1270,34,4,18,32,12,1,47,F,1st Cycle,Married,OK nice!
7079,1965,69310,26,95,770,82,0,15,1,1,1,47,M,2nd Cycle,Together,OK nice!
7080,1979,48544,7,211,20,48,8,21,12,11,1,50,M,Graduation,Married,OK nice!
7081,1939,112210,34,17,1464,71,2,19,4,4,0,37,M,Graduation,Widow,Take my money!!
7082,1960,70901,24,43,646,92,1,6,1,1,1,41,M,Graduation,Married,OK nice!
7083,1942,107089,26,64,1141,47,1,34,10,8,0,12,F,Graduation,Married,OK nice!
7084,1983,44394,19,54,303,67,3,25,3,3,1,59,M,Master,Married,Kind of OK
7085,1940,110411,42,16,2105,71,3,23,2,0,0,12,M,Master,Widow,OK nice!
7086,1974,61359,16,60,338,31,6,49,9,5,1,37,F,2nd Cycle,Together,OK nice!
7087,1958,90590,35,6,1398,23,1,44,19,13,1,35,M,2nd Cycle,Together,Take my money!!
7088,1990,43622,21,68,391,29,13,46,1,11,0,62,F,2nd Cycle,Single,Kind of OK
7089,1992,27071,16,32,184,17,33,15,35,0,0,71,M,Graduation,Single,Meh...
7090,1978,43696,9,86,43,75,3,18,3,1,1,48,M,Graduation,Married,Meh...
7091,1945,82315,22,91,716,22,10,25,25,18,0,28,F,1st Cycle,Married,Kind of OK
7092,1991,24507,7,189,12,8,4,56,18,14,1,51,M,Graduation,Single,Meh...
7093,1979,53503,10,28,122,55,3,30,4,8,1,42,M,Graduation,Married,OK nice!
7094,1961,95758,35,70,1407,87,2,10,0,1,1,46,M,Graduation,Married,Take my money!!
7095,1951,85096,19,85,590,43,7,39,4,7,1,32,M,Graduation,Together,Meh...
7096,1956,86240,33,74,1333,56,8,22,10,4,0,30,M,Graduation,Together,OK nice!
7097,1968,91974,18,19,432,91,0,8,1,0,1,45,M,PhD,Divorced,OK nice!
7098,1951,74291,20,78,536,40,16,26,11,7,1,34,M,2nd Cycle,Widow,Meh...
7099,1951,110081,42,81,1986,76,4,19,0,1,1,22,M,Master,Together,OK nice!
7100,1978,55001,10,12,64,78,1,19,1,2,1,56,M,Graduation,Single,Meh...
7101,1978,52719,9,205,19,67,2,26,4,0,1,66,F,Graduation,Divorced,Meh...
7102,1946,86560,28,47,884,76,3,17,2,2,1,48,M,Graduation,Married,OK nice!
7103,1937,115566,38,61,1852,59,2,36,2,2,0,13,F,Graduation,Divorced,Take my money!!
7104,1951,84362,18,4,605,41,9,28,14,8,1,17,M,Graduation,Single,Meh...
7105,1971,76563,17,74,346,85,1,12,2,0,1,49,M,2nd Cycle,Single,Meh...
7106,1944,91754,47,33,2105,47,8,26,1,18,0,26,F,Graduation,Married,OK nice!
7107,1962,77252,11,20,183,89,1,8,1,1,1,42,M,Graduation,Together,Meh...
7108,1992,34213,11,10,43,31,22,32,8,7,1,62,F,Graduation,Single,Kind of OK
7109,1981,62225,13,74,93,23,5,63,3,6,,83,M,Master,Single,OK nice!
7110,1950,115306,25,56,1010,57,16,12,11,4,1,25,M,2nd Cycle,Married,Meh...
7111,1990,20283,11,76,30,25,10,47,13,5,1,70,F,Graduation,Single,Meh...
7112,1941,121030,36,99,1787,23,15,37,22,3,0,14,M,Graduation,Widow,OK nice!
7113,1993,32555,8,8,32,9,28,27,8,27,1,53,M,2nd Cycle,Single,Meh...
7114,1993,45651,24,37,549,18,17,39,15,11,0,65,M,2nd Cycle,Single,Kind of OK
7115,1995,26113,6,50,37,15,11,10,24,40,1,32,M,1st Cycle,Widow,Meh...
7116,1969,52962,8,92,41,79,2,14,3,2,1,52,F,Graduation,Married,Kind of OK
7117,1967,63877,16,68,347,62,5,25,4,4,1,39,F,,Widow,Meh...
7118,1969,52617,9,52,65,87,0,12,1,0,1,48,M,Graduation,Married,Kind of OK
7119,1944,120597,36,71,1732,62,2,29,2,5,0,12,F,Graduation,Together,OK nice!
7120,1982,62582,21,83,394,37,4,44,7,8,1,70,M,Graduation,Single,Meh...
7121,1954,81467,32,36,1208,41,10,36,6,8,1,38,M,2nd Cycle,Together,Take my money!!
7122,1949,78924,20,88,764,23,9,54,6,7,,9,F,Graduation,Widow,Meh...
7123,1945,96747,28,19,1282,37,4,40,10,9,,8,M,Master,Single,OK nice!
7124,1964,82391,18,74,588,45,8,32,7,8,1,22,F,Graduation,Together,OK nice!
7125,1977,45516,7,93,41,64,1,30,4,1,1,32,F,2nd Cycle,Together,OK nice!
7126,1946,112924,22,83,840,49,14,27,3,7,1,27,M,Graduation,Married,Meh...
7127,1992,36096,8,93,16,11,19,22,23,26,1,59,M,Graduation,Single,Meh...
7128,1984,41200,9,549,19,44,0,45,5,5,1,68,M,Graduation,Married,Meh...
7129,1976,66058,19,100,386,80,0,19,0,0,1,45,F,Master,Married,Kind of OK
7130,1973,66481,11,57,262,44,17,14,9,16,0,27,M,2nd Cycle,Divorced,Meh...
7131,1948,80618,17,29,591,36,8,33,5,18,0,13,M,PhD,Single,Meh...
7132,1936,121122,45,57,2347,33,3,50,6,8,0,9,F,Graduation,Married,Take my money!!
7133,1965,92647,31,63,1090,87,0,11,1,1,1,50,F,Master,Married,Take my money!!
7134,1974,54159,13,14,86,74,0,23,2,1,1,65,M,Graduation,Married,Meh...
7135,1962,64331,24,53,763,85,1,12,0,1,,45,M,Graduation,Divorced,Meh...
7136,1995,32792,7,94,19,8,16,35,39,3,1,59,M,1st Cycle,Single,Meh...
7137,1993,29609,10,19,40,18,14,30,21,17,0,59,M,2nd Cycle,Single,OK nice!
7138,1959,76758,24,44,894,58,8,23,11,0,,25,M,Graduation,Married,Kind of OK
7139,1962,76899,16,98,342,69,1,23,7,0,,47,F,Graduation,Married,Kind of OK
7140,1945,100372,26,52,827,47,3,39,7,4,1,59,M,Graduation,Widow,OK nice!
7141,1957,103735,26,92,963,65,2,23,7,3,1,34,F,PhD,Together,Take my money!!
7142,1950,86229,35,23,1335,57,8,23,7,5,1,42,F,Graduation,Divorced,OK nice!
7143,1949,105201,29,99,1147,28,1,27,22,22,1,34,M,2nd Cycle,Together,OK nice!
7144,1940,108211,34,98,1670,68,1,29,1,1,0,7,M,Master,Married,Take my money!!
7145,1957,82937,24,94,768,62,8,20,7,3,1,38,M,Graduation,Together,OK nice!
7146,1947,100434,32,31,1534,46,4,44,4,1,0,9,M,Graduation,Widow,OK nice!
7147,1947,103058,28,66,1221,13,16,30,26,15,0,19,F,2nd Cycle,Together,Take my money!!
7148,1977,59996,8,21,41,58,2,34,2,4,1,52,M,Master,Divorced,Meh...
7149,1945,102392,31,34,1475,35,22,40,3,1,0,11,M,Graduation,Single,Take my money!!
7150,1992,24339,12,72,70,14,6,36,18,26,1,65,M,Graduation,Single,Kind of OK
7151,1947,110454,23,60,896,63,3,27,5,2,1,36,F,Graduation,Together,OK nice!
7152,1995,39627,12,95,92,28,14,21,19,18,1,56,F,1st Cycle,Together,Kind of OK
7153,1976,45706,9,56,56,44,8,44,1,3,1,45,M,Graduation,Married,Kind of OK
7154,1954,88985,22,94,661,34,4,47,5,10,1,42,M,Graduation,Widow,Kind of OK
7155,1986,32327,9,86,25,45,5,40,6,4,1,55,M,Graduation,Married,Kind of OK
7156,1972,50172,11,43,122,70,1,26,1,1,1,54,F,Graduation,Together,OK nice!
7157,1985,48324,7,86,94,49,7,31,4,9,1,27,M,PhD,Together,Kind of OK
7158,1938,105960,33,27,1607,38,15,38,2,7,0,8,M,2nd Cycle,Divorced,OK nice!
7159,1957,73991,15,32,390,42,0,23,12,23,1,22,M,2nd Cycle,Married,Kind of OK
7160,1949,76712,12,89,347,23,13,40,14,10,0,13,F,Graduation,Together,OK nice!
7161,1956,85139,10,68,186,40,4,48,6,2,1,35,M,Master,Together,Meh...
7162,1960,81194,28,73,895,77,2,19,1,1,1,59,F,Graduation,Divorced,OK nice!
7163,1952,90817,30,37,1216,58,2,38,0,2,1,22,M,Master,Single,OK nice!
7164,1966,96718,26,35,890,88,1,10,1,0,1,47,M,PhD,Together,OK nice!
7165,1961,55793,8,99,32,83,1,15,1,0,1,56,F,Graduation,Divorced,Kind of OK
7166,1938,101851,37,6,1850,38,2,46,8,6,0,9,F,PhD,Married,OK nice!
7167,1965,87265,25,97,657,78,2,15,1,4,1,63,M,Graduation,Together,Meh...
7168,1954,74907,15,6,346,35,30,20,2,13,1,32,F,2nd Cycle,Divorced,OK nice!
7169,1955,81948,24,11,827,49,9,28,12,2,1,21,F,2nd Cycle,Married,Meh...
7170,1986,33292,10,80,38,35,2,51,8,4,1,62,F,Master,Single,OK nice!
7171,1961,78428,24,44,704,73,2,22,2,0,1,51,M,1st Cycle,Single,OK nice!
7172,1952,97227,12,23,299,60,10,18,8,5,1,31,M,Graduation,Divorced,Meh...
7173,1944,92234,28,62,1220,58,2,38,0,1,0,12,M,PhD,Single,Take my money!!
7174,1955,78675,26,37,825,59,8,17,9,7,0,37,F,OldSchool,Together,OK nice!
7175,1943,100534,28,30,1280,73,2,20,2,3,0,8,M,PhD,Married,Take my money!!
7176,1954,84161,6,73,118,56,7,29,7,1,1,24,M,Graduation,Married,OK nice!
7177,1990,45568,5,9,26,43,9,27,12,9,1,29,M,Graduation,Together,Horrible
7178,1945,93006,20,23,778,28,10,48,11,3,0,14,F,Graduation,Together,Meh...
7179,1939,105172,26,80,1145,29,3,46,14,8,0,12,M,Graduation,Together,OK nice!
7180,1963,71359,20,49,534,48,8,34,7,4,1,49,M,1st Cycle,Divorced,OK nice!
7181,1968,61145,18,76,439,82,1,15,1,1,1,46,M,Master,Divorced,Kind of OK
7182,1969,50288,13,4,147,66,1,28,3,2,1,65,F,Graduation,Married,Meh...
7183,1960,78016,31,25,1018,88,1,10,1,0,1,55,M,2nd Cycle,Married,OK nice!
7184,1956,89007,35,71,1404,80,2,15,1,3,1,37,F,Master,Married,OK nice!
7185,1943,107829,27,60,1208,40,6,47,6,1,0,15,F,Graduation,Divorced,OK nice!
7186,1977,51409,12,17,120,64,3,26,3,4,,61,M,Graduation,Single,OK nice!
7187,1995,29853,8,449,19,2,6,25,60,7,0,52,M,1st Cycle,Widow,Meh...
7188,1972,65195,5,408,20,57,4,38,1,0,1,49,M,Graduation,Divorced,Kind of OK
7189,1938,114849,42,29,2106,75,0,22,1,2,0,10,M,PhD,Married,Take my money!!
7190,1963,80218,19,41,481,85,1,13,0,1,1,38,F,Graduation,Married,Meh...
7191,1960,79364,35,87,1212,88,0,11,0,0,1,58,F,Graduation,,OK nice!
7192,1963,89246,18,95,483,92,1,6,1,0,1,50,F,Master,Divorced,Meh...
7193,1946,100125,28,24,1274,33,4,44,16,3,0,18,F,Graduation,Together,OK nice!
7194,1966,66943,20,99,487,89,0,10,0,0,1,43,M,Graduation,Together,Kind of OK
7195,1971,56334,7,42,40,46,5,30,0,19,1,42,M,,Married,OK nice!
7196,1965,74391,20,48,432,96,0,4,0,0,1,52,F,Master,Divorced,OK nice!
7197,1978,47383,8,59,20,30,12,42,11,5,1,62,M,2nd Cycle,Together,Meh...
7198,1975,47221,19,62,341,73,1,24,1,1,0,65,M,Graduation,Married,Kind of OK
7199,1973,48307,10,38,44,38,1,41,12,8,1,53,F,Graduation,Married,Kind of OK
7200,1969,73074,35,73,1217,68,3,26,1,2,1,62,M,2nd Cycle,Divorced,OK nice!
7201,1965,86807,28,55,953,83,2,14,1,0,1,38,M,Graduation,,Take my money!!
7202,1965,80605,21,10,547,93,0,7,0,0,1,50,F,Master,Single,OK nice!
7203,1988,31900,15,22,148,34,8,47,3,8,1,65,M,Graduation,Married,Meh...
7204,1995,23709,7,46,31,12,9,49,14,16,0,49,F,1st Cycle,Married,Kind of OK
7205,1993,44270,13,41,154,9,35,23,10,23,0,58,M,1st Cycle,Together,Meh...
7206,1989,34844,6,482,11,13,4,42,1,40,1,59,F,1st Cycle,Married,OK nice!
7207,1980,60718,20,88,350,56,0,36,4,4,1,67,M,Master,Married,Kind of OK
7208,1944,110887,32,32,1477,22,5,50,14,9,0,27,F,Graduation,Married,OK nice!
7209,1944,112613,55,80,2705,56,1,38,3,2,0,18,M,Master,Married,Take my money!!
7210,1979,46126,10,4,43,48,3,40,2,7,1,60,M,PhD,Single,Kind of OK
7211,1946,94776,27,13,959,75,1,18,2,5,,31,M,Graduation,Married,OK nice!
7212,1985,31710,10,6,29,56,2,37,2,2,1,65,F,1st Cycle,Married,OK nice!
7213,1979,25776,10,43,52,74,0,24,0,1,1,43,M,PhD,Married,OK nice!
7214,1989,51134,9,24,52,29,5,48,11,8,1,53,M,Graduation,Single,Meh...
7215,1941,106133,25,76,1080,18,19,36,4,23,0,17,F,2nd Cycle,Together,OK nice!
7216,1977,51854,8,56,36,50,1,37,6,6,1,56,M,Graduation,Married,OK nice!
7217,1947,99068,43,7,1914,25,6,56,7,6,0,28,M,Master,Together,OK nice!
7218,1946,107139,44,60,2287,48,4,43,1,4,0,6,M,PhD,Divorced,OK nice!
7219,1977,45404,10,80,77,50,8,28,0,13,1,42,F,Graduation,Together,OK nice!
7220,1989,53295,12,25,90,28,4,48,15,5,1,63,F,1st Cycle,Single,Kind of OK
7221,1985,40030,11,28,41,28,1,40,14,17,1,71,M,Graduation,Single,Kind of OK
7222,1992,34294,9,75,22,9,18,31,12,30,1,70,F,Graduation,Together,Meh...
7223,1965,74081,8,85,92,41,11,25,11,13,1,55,M,2nd Cycle,Together,Kind of OK
7224,1942,99957,26,67,1155,28,9,43,9,11,0,7,M,2nd Cycle,Married,Take my money!!
7225,1976,50251,10,61,64,64,6,15,9,6,1,54,F,Graduation,Single,OK nice!
7226,1978,64843,14,15,258,82,1,15,1,0,1,38,M,Graduation,Married,Kind of OK
7227,1979,50370,8,91,26,45,4,37,11,3,1,55,F,Graduation,Single,OK nice!
7228,1995,37097,11,68,54,12,12,42,23,11,1,74,M,1st Cycle,Single,OK nice!
7229,1950,74607,26,22,950,80,4,11,4,1,0,32,M,Graduation,Together,Take my money!!
7230,1942,117300,40,83,1915,51,0,37,9,3,0,15,M,Graduation,Married,OK nice!
